Serial,Book Name,Author Name,Ratings
8380,The Bone Garden,Tess Gerritsen, 4.04
8381,The Perfect Nanny,Leïla Slimani, 3.40
8382,My Friend Leonard,James Frey, 3.85
8383,Gossamer,Lois Lowry, 3.91
8384,Summer of Fear,Lois Duncan, 3.82
8385,"Odd Hours (Odd Thomas, #4)",Dean Koontz, 3.95
8386,Legacy,Susan  Kay, 4.14
8387,Legs,William  Kennedy, 3.80
8388,La Gloire de mon père,Marcel Pagnol, 4.01
8389,"Infamous (Chronicles of Nick, #3)",Sherrilyn Kenyon, 4.35
8390,I'll Be There,Holly Goldberg Sloan, 4.01
8391,"Michael Strogoff (Extraordinary Voyages, #14)",Jules Verne, 3.90
8392,"Holy Blood, Holy Grail",Michael Baigent, 3.50
8393,The White Album: Essays,Joan Didion, 4.13
8394,"The Memory of Earth (Homecoming, #1)",Orson Scott Card, 3.58
8395,Breath,Tim Winton, 3.87
8396,"Heaven (Halo, #3)",Alexandra Adornetto, 3.88
8397,Three Weeks To Say Goodbye,C.J. Box, 3.89
8398,The Conquest of Happiness,Bertrand Russell, 4.02
8399,The Mystery of the Yellow Room (Joseph Rouletabille #1),Gaston Leroux, 3.69
8400,You Know Me Well,Nina LaCour, 3.73
8401,"The Gender Game (The Gender Game, #1)",Bella Forrest, 3.83
8402,"Morning and Evening, Based on the English Standard Version",Charles Haddon Spurgeon, 4.43
8403,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist, 4.09
8404,"Even Now (Lost Love, #1)",Karen Kingsbury, 4.23
8405,Before You Know Kindness,Chris Bohjalian, 3.48
8406,"The Regeneration Trilogy (Regeneration, #1-3)",Pat Barker, 4.38
8407,I am Charlotte Simmons,Tom Wolfe, 3.44
8408,"The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks, 4.03
8409,"Boneshaker (The Clockwork Century, #1)",Cherie Priest, 3.54
8410,Sea Change,Aimee Friedman, 3.62
8411,The Golden Bough,James George Frazer, 4.03
8412,"I Heart New York (I Heart, #1)",Lindsey Kelk, 3.87
8413,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Rusty Young, 4.28
8414,Korkma Ben Varım,Murat Menteş, 4.11
8415,The Adventures of Ook and Gluk: Kung Fu Cavemen from the Future,Dav Pilkey, 4.23
8416,"Until Trevor (Until, #2)",Aurora Rose Reynolds, 4.17
8417,"The Chief (Highland Guard, #1)",Monica McCarty, 4.06
8418,L'appel de l'ange,Guillaume Musso, 4.01
8419,"Echoes of Scotland Street (On Dublin Street, #5)",Samantha Young, 4.26
8420,"Meeting Mr. Mogul: A CEO Billionaire Contemporary Romance (Mogul, #1)",Mel Ryle, 3.63
8421,"Handcuffs, Kisses and Awkward Situations: Mystery Romance",Olivia Harvard, 4.14
8422,The Last Time I Saw You,Liv Constantine, 3.53
8423,Pericles,William Shakespeare, 3.42
8424,"The Color Code: A New Way to See Yourself, Your Relationships, and Life",Taylor Hartman, 3.91
8425,Excellent Women,Barbara Pym, 3.92
8426,The Actor and the Housewife,Shannon Hale, 3.14
8427,"Immortal (Immortal, #1)",Gillian Shields, 3.53
8428,There's No Such Place As Far Away,Richard Bach, 3.95
8429,Whispers,Dean Koontz, 3.93
8430,Shades of Twilight,Linda Howard, 4.11
8431,A Christmas Carol and Other Christmas Writings,Charles Dickens, 4.14
8432,"This Same Earth (Elemental Mysteries, #2)",Elizabeth   Hunter, 4.24
8433,"Late Eclipses (October Daye, #4)",Seanan McGuire, 4.27
8434,"Raise the Titanic! (Dirk Pitt, #4)",Clive Cussler, 3.99
8435,"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie, 3.98
8436,"Gameboard of the Gods (Age of X, #1)",Richelle Mead, 3.95
8437,"Bound by Flames (Night Prince, #3)",Jeaniene Frost, 4.17
8438,"Saga, Vol. 3",Brian K. Vaughan, 4.49
8439,"In the Middle of Somewhere (Middle of Somewhere, #1)",Roan Parrish, 4.18
8440,"Valor (The Faithful and the Fallen, #2)",John Gwynne, 4.40
8441,The Selection Series 1-5 Book Set (The Selection #1-5),Kiera Cass, 4.47
8442,The Speed of Dark,Elizabeth Moon, 4.00
8443,Lilly's Purple Plastic Purse,Kevin Henkes, 4.17
8444,"Queen of Babble (Queen of Babble, #1)",Meg Cabot, 3.70
8445,Blue Highways,William Least Heat-Moon, 4.03
8446,"Hostage to Pleasure (Psy-Changeling, #5)",Nalini Singh, 4.17
8447,Hiding in the Shadows (Bishop/Special Crimes Unit #2; Shadows #2),Kay Hooper, 4.12
8448,"Cast in Chaos (Chronicles of Elantra, #6)",Michelle Sagara, 4.26
8449,Cunt: A Declaration of Independence,Inga Muscio, 3.89
8450,"The Craving (The Vampire Diaries: Stefan's Diaries, #3)",L.J. Smith, 3.98
8451,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan, 4.37
8452,The Pursuit of Holiness,Jerry Bridges, 4.29
8453,The Wall,John Hersey, 4.28
8454,"Hexed (The Witch Hunter, #1)",Michelle Krys, 3.57
8455,"Moominvalley in November (The Moomins, #9)",Tove Jansson, 4.30
8456,"The Face of Death (Smoky Barrett, #2)",Cody McFadyen, 4.25
8457,"Phantom Waltz (Kendrick/Coulter/Harrigan, #2)",Catherine Anderson, 4.17
8458,Pudd'nhead Wilson,Mark Twain, 3.75
8459,The Broom of the System,David Foster Wallace, 3.84
8460,"The Hook Up (Game On, #1)",Kristen Callihan, 3.99
8461,"The Power (The Secret Circle, #3)",L.J. Smith, 3.97
8462,The Friend,Teresa Driscoll, 3.98
8463,"The Lost Warrior (Warriors Manga: Graystripe's Trilogy, #1)",Erin Hunter, 4.14
8464,The Book Whisperer: Awakening the Inner Reader in Every Child,Donalyn Miller, 4.51
8465,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer, 4.30
8466,"Fear Nothing (Moonlight Bay, #1)",Dean Koontz, 4.00
8467,A Density of Souls,Christopher  Rice, 3.91
8468,Vampire War Trilogy,Darren Shan, 4.32
8469,"Juliet Immortal (Juliet Immortal, #1)",Stacey Jay, 3.53
8470,"Girl, Stolen (Girl, Stolen #1)",April Henry, 4.04
8471,Out of the Easy,Ruta Sepetys, 4.00
8472,The Faded Sun Trilogy (The Faded Sun #1-3),C.J. Cherryh, 4.13
8473,ハイキュー!! 1 [Haikyū!! 1],Haruichi Furudate, 4.62
8474,"Red Hill (Red Hill, #1)",Jamie McGuire, 3.88
8475,False Impression,Jeffrey Archer, 3.85
8476,Being the Bad Boy's Victim,Claire Monette, 3.82
8477,The Lavender Garden,Lucinda Riley, 4.21
8478,"Tales from a Not-So-Dorky Drama Queen (Dork Diaries, #9)",Rachel Renée Russell, 4.34
8479,"Act of Treason (Mitch Rapp, #9)",Vince Flynn, 4.29
8480,The Mambo Kings Play Songs of Love,Oscar Hijuelos, 3.68
8481,Mayfair Witches Collection,Anne Rice, 4.24
8482,Oceans Apart,Karen Kingsbury, 4.23
8483,Belle du Seigneur,Albert Cohen, 4.10
8484,"A Ring of Endless Light (Austin Family Chronicles, #4)",Madeleine L'Engle, 4.16
8485,A Filha do Capitão,José Rodrigues dos Santos, 3.95
8486,Fearless: Imagine Your Life Without Fear,Max Lucado, 4.12
8487,"The Cardinal of the Kremlin (Jack Ryan, #4)",Tom Clancy, 4.07
8488,"Lone Wolf (Wolves of the Beyond, #1)",Kathryn Lasky, 4.18
8489,The Story Sisters,Alice Hoffman, 3.84
8490,"Fourth Grave Beneath My Feet (Charley Davidson, #4)",Darynda Jones, 4.33
8491,A Sound of Thunder,Ray Bradbury, 4.11
8492,Proof,David Auburn, 3.96
8493,مدن الملح,عبدالرحمن منيف, 4.29
8494,"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery, 4.00
8495,A Bad Case of Stripes,David Shannon, 4.25
8496,The Universe in a Nutshell,Stephen Hawking, 4.17
8497,Area 51: An Uncensored History of America's Top Secret Military Base,Annie Jacobsen, 3.80
8498,"Scorpia Rising (Alex Rider, #9)",Anthony Horowitz, 4.29
8499,A Man in Full,Tom Wolfe, 3.85
8500,The Lady and the Unicorn,Tracy Chevalier, 3.70
8501,A Stolen Life,Jaycee Dugard, 3.90
8502,"A Local Habitation (October Daye, #2)",Seanan McGuire, 3.90
8503,"Cemetery Dance (Pendergast, #9)",Douglas Preston, 4.01
8504,Christ Recrucified,Nikos Kazantzakis, 4.31
8505,رأيت رام الله,Mourid Barghouti, 4.18
8506,"Fable (Fable, #1)",Adrienne Young, 4.10
8507,The Paper Bag Princess,Robert Munsch, 4.29
8508,Confessions of an Economic Hit Man,John Perkins, 3.86
8509,"Sandstorm (Sigma Force, #1)",James Rollins, 3.96
8510,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich, 4.00
8511,Last Night in Twisted River,John Irving, 3.77
8512,Miracles,C.S. Lewis, 3.99
8513,Marie Antoinette: The Journey,Antonia Fraser, 3.88
8514,"Crookedstar's Promise (Warriors Super Edition, #4)",Erin Hunter, 4.57
8515,"Forgiven (The Demon Trappers, #3)",Jana Oliver, 4.24
8516,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt, 4.08
8517,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray, 4.16
8518,"Archangel's Legion (Guild Hunter, #6)",Nalini Singh, 4.35
8519,"Dirty Rowdy Thing (Wild Seasons, #2)",Christina Lauren, 4.22
8520,"Die Herren von Winterfell (Das Lied von Eis und Feuer, #1)",George R.R. Martin, 4.28
8521,Home,Toni Morrison, 3.79
8522,Grasshopper Jungle,Andrew  Smith, 3.63
8523,"Frozen Charlotte (Frozen Charlotte, #1)",Alex Bell, 4.22
8524,Ruby Holler,Sharon Creech, 4.04
8525,Fly by Night,Frances Hardinge, 3.78
8526,The Island of the Day Before,Umberto Eco, 3.48
8527,"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner, 4.18
8528,Tales of the South Pacific,James A. Michener, 4.05
8529,"Ashfall (Ashfall, #1)",Mike Mullin, 3.98
8530,"Blackout (Newsflesh, #3)",Mira Grant, 4.09
8531,Terra Nostra,Carlos Fuentes, 4.12
8532,"Kiss of Frost (Mythos Academy, #2)",Jennifer Estep, 4.03
8533,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore, 4.12
8534,Hate Notes,Vi Keeland, 4.13
8535,The Starchild Compact,Robert G. Williscroft, 4.34
8536,Volpone,Ben Jonson, 3.49
8537,Twilight of the Idols / The Anti-Christ,Friedrich Nietzsche, 4.16
8538,Twenty Years After,Alexandre Dumas, 4.06
8539,"Executive Power (Mitch Rapp, #6)",Vince Flynn, 4.30
8540,Tar Baby,Toni Morrison, 3.96
8541,"Lady of Light and Shadows (Tairen Soul, #2)",C.L. Wilson, 4.27
8542,The Claiming of Sleeping Beauty,A.N. Roquelaure, 3.26
8543,"Retribution (Dark-Hunter, #19)",Sherrilyn Kenyon, 4.12
8544,"Hush Money (Talent Chronicles, #1)",Susan Bischoff, 3.74
8545,"Shut Out (Hamilton High, #2)",Kody Keplinger, 3.74
8546,Thirteen Days to Midnight,Patrick Carman, 3.66
8547,Tales of the Unexpected,Roald Dahl, 4.19
8548,"Comanche Moon (Comanche, #1)",Catherine Anderson, 4.12
8549,A Spool of Blue Thread,Anne Tyler, 3.43
8550,I Am David,Anne Holm, 3.98
8551,The Best Thing for Me,L.  Jackson, 3.82
8552,Between The Lines: Volumes of Words Unspoken,Céline Zabad, 4.17
8553,The Covenant,James A. Michener, 4.20
8554,"Branded by Fire (Psy-Changeling, #6)",Nalini Singh, 4.24
8555,Cast in Fury (Chronicles of Elantra #4),Michelle Sagara, 4.19
8556,"My Sweet Audrina (Audrina, #1)",V.C. Andrews, 3.87
8557,"Divine By Choice (Partholon, #2)",P.C. Cast, 4.10
8558,"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella, 3.73
8559,"The Keeper of Lost Causes (Department Q, #1)",Jussi Adler-Olsen, 4.00
8560,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson, 4.20
8561,"Legacy (Night School, #2)",C.J. Daugherty, 4.12
8562,"Daughters of Darkness (Night World, #2)",L.J. Smith, 3.92
8563,Playlist for the Dead,Michelle Falkoff, 3.35
8564,"The Glass Books of the Dream Eaters (Miss Temple, Doctor Svenson, and Cardinal Chang, #1)",Gordon Dahlquist, 3.50
8565,The Dante Club (The Dante Club #1),Matthew Pearl, 3.41
8566,Ladder of Years,Anne Tyler, 3.72
8567,"The Doomsday Key (Sigma Force, #6)",James Rollins, 4.15
8568,"The Dead and the Gone (Last Survivors, #2)",Susan Beth Pfeffer, 3.85
8569,Nightlight: A Parody,The Harvard Lampoon, 3.10
8570,L'avalée des avalés,Réjean Ducharme, 3.91
8571,"Ember (Death Collectors, #1)",Jessica Sorensen, 3.90
8572,"Mile High (Up in the Air, #2)",R.K. Lilley, 4.19
8573,"Forbidden (The Demon Trappers, #2)",Jana Oliver, 4.18
8574,"The Game Changer (The Perfect Game, #2)",J. Sterling, 4.11
8575,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie, 4.09
8576,A Little History of the World,E.H. Gombrich, 4.12
8577,"Island in the Sea of Time (Nantucket, #1)",S.M. Stirling, 4.01
8578,The Princess,Lori Wick, 4.11
8579,All's Well That Ends Well,William Shakespeare, 3.61
8580,Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell, 3.49
8581,Hafalan Shalat Delisa,Tere Liye, 4.24
8582,"Mr. Darcy's Diary (Jane Austen Heroes, #1)",Amanda Grange, 3.66
8583,"How to Marry a Millionaire Vampire (Love at Stake, #1)",Kerrelyn Sparks, 3.84
8584,Oracle Night,Paul Auster, 3.79
8585,A Bend in the River,V.S. Naipaul, 3.77
8586,Leviathan,Thomas Hobbes, 3.71
8587,Harry Potter: Film Wizardry,Brian Sibley, 4.50
8588,Les caves du Vatican,André Gide, 3.64
8589,"Pursuit of Honor (Mitch Rapp, #12)",Vince Flynn, 4.33
8590,The Enchanted,Rene Denfeld, 3.95
8591,"First Debt (Indebted, #2)",Pepper Winters, 4.22
8592,Arms and the Man,George Bernard Shaw, 3.80
8593,"Wayward (Wayward Pines, #2)",Blake Crouch, 4.13
8594,"The Brightest Night (Wings of Fire, #5)",Tui T. Sutherland, 4.61
8595,If I Was Your Girl,Meredith Russo, 4.00
8596,The Private Memoirs and Confessions of a Justified Sinner,James Hogg, 3.67
8597,"The Harry Potter trilogy (Harry Potter, #1-3)",J.K. Rowling, 4.66
8598,Up in the Old Hotel,Joseph Mitchell, 4.33
8599,"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper, 3.83
8600,One Door Away from Heaven,Dean Koontz, 3.98
8601,"Torn (The Missing, #4)",Margaret Peterson Haddix, 4.00
8602,The Birth House,Ami McKay, 4.02
8603,Cosmopolis,Don DeLillo, 3.24
8604,Corduroy,Don Freeman, 4.30
8605,"High Rhulain (Redwall, #18)",Brian Jacques, 4.13
8606,Faking Delinquency,Ashley Winters, 4.41
8607,Giles Goat-Boy,John Barth, 3.75
8608,"Splendor (Luxe, #4)",Anna Godbersen, 3.84
8609,A History of the World in 10½  Chapters,Julian Barnes, 3.89
8610,The Day Lasts More Than a Hundred Years,Chingiz Aitmatov, 4.34
8611,Andersonville,MacKinlay Kantor, 4.11
8612,"What Really Happened in Peru (The Bane Chronicles, #1)",Cassandra Clare, 3.74
8613,The Manchurian Candidate,Richard Condon, 4.10
8614,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil, 4.17
8615,"The Dark Secret (Wings of Fire, #4)",Tui T. Sutherland, 4.48
8616,A Case of Need,Jeffery Hudson, 3.73
8617,You Shall Know Our Velocity!,Dave Eggers, 3.63
8618,"Dead Is the New Black (Dead Is, #1)",Marlene Perez, 3.97
8619,Sacred Hunger (Sacred Hunger #1),Barry Unsworth, 4.11
8620,"The Ruby in the Smoke (Sally Lockhart, #1)",Philip Pullman, 3.77
8621,"Oh, the Thinks You Can Think!",Dr. Seuss, 4.08
8622,Post Captain (Aubrey & Maturin #2),Patrick O'Brian, 4.24
8623,Waiting,Ha Jin, 3.53
8624,Once,Morris Gleitzman, 4.22
8625,مولانا,إبراهيم عيسى, 3.64
8626,Number9Dream,David Mitchell, 3.83
8627,"About That Night (FBI/US Attorney, #3)",Julie James, 4.04
8628,"The Fairest Beauty (Hagenheim, #3)",Melanie Dickerson, 3.90
8629,"A Gallagher Wedding (Gallagher Girls, #6.5)",Ally Carter, 4.20
8630,"The Captive (The Secret Circle, #2)",L.J. Smith, 3.88
8631,The Last Mrs. Parrish,Liv Constantine, 3.93
8632,The Fountains of Silence,Ruta Sepetys, 4.29
8633,Glengarry Glen Ross,David Mamet, 3.86
8634,The Overcoat and Other Short Stories,Nikolai Gogol, 4.21
8635,The Songlines,Bruce Chatwin, 3.98
8636,The Children's Hour,Lillian Hellman, 3.92
8637,Време разделно,Anton Donchev, 4.56
8638,Gravity,Tess Gerritsen, 4.06
8639,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp, 4.00
8640,Babel-17,Samuel R. Delany, 3.77
8641,"Bloodsucking Fiends (A Love Story, #1)",Christopher Moore, 3.93
8642,"Dances with Wolves (Dances with Wolves, #1)",Michael Blake, 4.22
8643,"Phantom (Harry Hole, #9)",Jo Nesbø, 4.11
8644,"Our Oriental Heritage (The Story of Civilization, #1)",Will Durant, 4.30
8645,Marrow,Tarryn Fisher, 3.97
8646,"The Royal Ranger: A New Beginning (The Royal Ranger, #1)",John Flanagan, 4.22
8647,"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King, 4.00
8648,The Christmas Doll,Elvira Woodruff, 4.23
8649,"Knots and Crosses (Inspector Rebus, #1)",Ian Rankin, 3.83
8650,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley, 4.03
8651,"Into the Cold Fire (Daughters of the Moon, #2)",Lynne Ewing, 3.95
8652,A Child's Garden of Verses,Robert Louis Stevenson, 4.24
8653,The Death and Life of Great American Cities,Jane Jacobs, 4.31
8654,"Sharpe's Rifles (Sharpe, #6)",Bernard Cornwell, 4.25
8655,"The Sleeping Beauty (Five Hundred Kingdoms, #5)",Mercedes Lackey, 3.98
8656,Day Watch (Watch #2),Sergei Lukyanenko, 4.06
8657,"Lord Valentine's Castle (Lord Valentine, #1)",Robert Silverberg, 3.89
8658,"Physik (Septimus Heap, #3)",Angie Sage, 4.01
8659,The Heaven Tree Trilogy,Edith Pargeter, 4.31
8660,"Priestess of Avalon (Avalon, #4)",Marion Zimmer Bradley, 4.05
8661,"Forbidden (The Books of Mortals, #1)",Ted Dekker, 3.93
8662,Borstal Boy,Brendan Behan, 4.00
8663,"Truth (Consequences, #2)",Aleatha Romig, 4.35
8664,"The Big Nowhere (L.A. Quartet, #2)",James Ellroy, 4.08
8665,Molloy,Samuel Beckett, 4.05
8666,"Ever After (The Hollows, #11)",Kim Harrison, 4.46
8667,Night Train,Martin Amis, 3.26
8668,Das Boot,Lothar-Günther Buchheim, 4.20
8669,Jane of Lantern Hill,L.M. Montgomery, 4.16
8670,The Thurber Carnival,James Thurber, 4.23
8671,Deadline,Chris Crutcher, 3.93
8672,Measuring the World,Daniel Kehlmann, 3.74
8673,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn, 3.68
8674,"The Strange Power (Dark Visions, #1)",L.J. Smith, 3.80
8675,Coming Into the Country,John McPhee, 4.22
8676,Twilight Watch (Watch #3),Sergei Lukyanenko, 4.12
8677,The Last Jew,Noah Gordon, 4.12
8678,Micro,Michael Crichton, 3.46
8679,"Batman, Volume 1: The Court of Owls",Scott Snyder, 4.33
8680,"Sacrifice of Love (The Grey Wolves, #7)",Quinn Loftis, 4.56
8681,Flight Behavior,Barbara Kingsolver, 3.79
8682,"Relentless (Relentless, #1)",Karen  Lynch, 4.30
8683,Here's Looking at You,Mhairi McFarlane, 3.79
8684,The Counterlife,Philip Roth, 3.91
8685,Bloomability,Sharon Creech, 4.05
8686,Daniel Martin,John Fowles, 3.80
8687,"The Other Side of Dawn (Tomorrow, #7)",John Marsden, 4.19
8688,Byzantium,Stephen R. Lawhead, 4.19
8689,To Have or to Be? The Nature of the Psyche,Erich Fromm, 4.19
8690,Pies & Prejudice,Heather Vogel Frederick, 4.37
8691,The Yellow Birds,Kevin Powers, 3.74
8692,"Sea of Silver Light (Otherland, #4)",Tad Williams, 4.14
8693,"Burn (Breathless, #3)",Maya Banks, 4.00
8694,"Forever Us (Forever, #3)",Sandi Lynn, 4.25
8695,Becoming Calder,Mia Sheridan, 4.27
8696,Room on the Broom,Julia Donaldson, 4.39
8697,"A Clean Kill in Tokyo (John Rain, #1)",Barry Eisler, 3.97
8698,"The Savior's Champion (The Savior's Series, #1)",Jenna Moreci, 3.81
8699,The Living,Annie Dillard, 3.85
8700,"Death Note, Vol. 13: How to Read",Tsugumi Ohba, 4.30
8701,"Sailing to Sarantium (The Sarantine Mosaic, #1)",Guy Gavriel Kay, 4.17
8702,"Remembrance of Things Past: Volume III - The Captive, The Fugitive, & Time Regained",Marcel Proust, 4.55
8703,"Saint (Paradise, #2)",Ted Dekker, 4.01
8704,Take a Thief (Valdemar #25),Mercedes Lackey, 4.14
8705,Idylls of the King,Alfred Tennyson, 3.96
8706,"The Wasteland, Prufrock and Other Poems",T.S. Eliot, 4.17
8707,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",Louise Rennison, 3.94
8708,"Belly Up (FunJungle, #1)",Stuart Gibbs, 4.18
8709,"The Prisoner in the Oak (The Mists of Avalon, #4)",Marion Zimmer Bradley, 4.16
8710,"Slave (Finding Anna, #1)",Sherri Hayes, 3.87
8711,The Fall of the House of Usher - an Edgar Allan Poe Short Story,Edgar Allan Poe, 3.93
8712,"Stay with Me (Wait for You, #3)",Jennifer L. Armentrout, 4.17
8713,Rifles for Watie,Harold Keith, 3.94
8714,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher, 3.93
8715,The Kite Runner: A Portrait of the Marc Forster Film,David Benioff, 4.63
8716,"Riotous Assembly (Piemburg, #1)",Tom Sharpe, 4.08
8717,"The Hourglass Door (Hourglass Door, #1)",Lisa Mangum, 3.83
8718,"Dead Is So Last Year (Dead Is, #3)",Marlene Perez, 4.17
8719,The Moon and More,Sarah Dessen, 3.63
8720,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull, 4.28
8721,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen, 4.00
8722,Among Others,Jo Walton, 3.70
8723,The Night in Lisbon,Erich Maria Remarque, 4.28
8724,"A God in Ruins (Todd Family, #2)",Kate Atkinson, 3.94
8725,"The Egg and I (Betty MacDonald Memoirs, #1)",Betty MacDonald, 3.90
8726,How to Talk to a Liberal (If You Must): The World According to Ann Coulter,Ann Coulter, 3.30
8727,Medea and Other Plays,Euripides, 3.96
8728,"Cat & Mouse (Alex Cross, #4)",James Patterson, 4.00
8729,Protector (Known Space),Larry Niven, 4.07
8730,One True Thing,Anna Quindlen, 4.03
8731,"The Keeping (Law of the Lycans, #2)",Nicky Charles, 4.17
8732,"The King Stag  (The Mists of Avalon, #3)",Marion Zimmer Bradley, 4.16
8733,The City of Joy,Dominique Lapierre, 4.23
8734,"Abby Cooper, Psychic Eye (Psychic Eye Mystery, #1)",Victoria Laurie, 3.93
8735,"Rogue (Talon, #2)",Julie Kagawa, 3.90
8736,The Most Dangerous Game,Richard Connell, 3.94
8737,"The Wedding (Being the Bad Boy's Victim, #1.5)",Claire Monette, 4.71
8738,Hotel World,Ali Smith, 3.59
8739,"Death Note, Vol. 10: Deletion (Death Note, #10)",Tsugumi Ohba, 4.22
8740,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle, 4.21
8741,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking, 4.18
